cohort_number	disease_domain	disease_ontology_parent	disease_ontology_detail	disease_or_context	study_accession	case_label	control_or_comparator_label	n_case	n_control_or_comparator	human_disease_scope	analysis_context	source_collection	de_method	cohort_caveat_flags	display_contrast	compact_label	contrast_id	marker	op_reference_log2FC_chronic_vs_control	op_reference_direction	marker_detected_in_external_cohort	external_display_gene	external_feature_id	external_uniprot_id	external_protein_name	external_log2FC_case_vs_control_or_comparator	external_p_value	external_FDR	external_abs_log2FC	external_de_tier	external_direction	direction_agreement_with_op_reference	concordance_status	n_total	result_label_for_summary	summary_sentence_fragment
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	DNAH9 was not detected or not mapped in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961).
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352	Glutathione peroxidase 3	-0.3394031615645261	0.4683280061886276	0.8808756291986023	0.3394031615645261	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	GPX3 had external log2FC=-0.3394031615645261 with FDR=0.8808756291986023 in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_same_direction.
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor	0.0814042964125469	0.8790155819183423	0.9624031687238376	0.0814042964125469	not_tiered	up_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.0814042964125469 with FDR=0.9624031687238376 in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_same_direction.
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5	Complement C4-B	-0.6464491330061044	0.136905506134443	0.6695164474870154	0.6464491330061044	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	C4B had external log2FC=-0.6464491330061044 with FDR=0.6695164474870154 in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_same_direction.
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070	P16070	CD44 antigen	2.067778730728346	0.0437582381583225	0.5485901265400319	2.067778730728346	exploratory	up_in_case	same_direction	concordant_exploratory	16	Concordant exploratory signal	CD44 had external log2FC=2.067778730728346 with FDR=0.5485901265400319 in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=concordant_exploratory.
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980	P36980	Complement factor H-related protein 2	-0.2125942970238341	0.5424365564291215	0.8967446329930645	0.2125942970238341	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	CFHR2 had external log2FC=-0.2125942970238341 with FDR=0.8967446329930645 in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_opposite_direction.
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033	Inter-alpha-trypsin inhibitor heavy chain H3	-0.2482725426940941	0.4295284864716366	0.8751669338550908	0.2482725426940941	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	ITIH3 had external log2FC=-0.2482725426940941 with FDR=0.8751669338550908 in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_same_direction.
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	P02750	P02750	Leucine-rich alpha-2-glycoprotein	0.6112013105050078	0.1996877903636799	0.6961491476214476	0.6112013105050078	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	LRG1 had external log2FC=0.6112013105050078 with FDR=0.6961491476214476 in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961); status=weak_opposite_direction.
C12	Metabolic/endocrine	diabetes mellitus	Serum diabetes contrasts in transplant recipients	post-transplant diabetes vs normoglycemic kidney transplant recipients	PXD054961	PTDM	NG	8	8	human	primary_serum_diabetes	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD054961 | PTDM vs NG	PXD054961\nPTDM>NG	PXD054961_serum_PTDM_vs_NG	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	MYH7B was not detected or not mapped in post-transplant diabetes vs normoglycemic kidney transplant recipients (PXD054961).
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	ACTG1	-5.98	down_in_chronic	True	ACTG1	P63261	P63261;I3L3I0;I3L1U9;I3L4N8;K7EM38;I3L3R2;J3KT65	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	-2.30954727053238	0.0784856979176184	0.153920343235222	2.30954727053238	not_tiered	down_in_case	same_direction	weak_same_direction	16	Detected, same direction, weak/non-tiered	ACTG1 had external log2FC=-2.30954727053238 with FDR=0.153920343235222 in Chronic kidney disease (PXD016433); status=weak_same_direction.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	DNAH9 was not detected or not mapped in Chronic kidney disease (PXD016433).
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	A0A087X1J7	A0A087X1J7;P22352;H0YBE4;E5RG32;H0YC19;A0A087X0K3;P59796;O75715	Glutathione peroxidase;Glutathione peroxidase 3	0.824706346898971	0.127535538149618	0.21372794079369	0.824706346898971	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	GPX3 had external log2FC=0.824706346898971 with FDR=0.21372794079369 in Chronic kidney disease (PXD016433); status=weak_opposite_direction.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275;P04275-2	von Willebrand factor;von Willebrand antigen 2	-1.40530104990587	0.0265264780653386	0.0666808202913924	1.40530104990587	suggestive	down_in_case	opposite_direction	discordant_dep	16	Discordant differential expression	VWF had external log2FC=-1.40530104990587 with FDR=0.0666808202913924 in Chronic kidney disease (PXD016433); status=discordant_dep.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5;F5GXS0	Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain	1.23106754302246	0.0426043717154203	0.0964863712378636	1.23106754302246	suggestive	up_in_case	opposite_direction	discordant_dep	16	Discordant differential expression	C4B had external log2FC=1.23106754302246 with FDR=0.0964863712378636 in Chronic kidney disease (PXD016433); status=discordant_dep.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070-8	P16070-8;P16070-9;P16070-4;P16070-3;P16070-7;P16070-5;P16070;H0YDW7;H0YCV9;H0Y5E4;P16070-15;P16070-18;P16070-12;P16070-14;P16070-13;P16070-11;P16070-10;P16070-16;P16070-17;P16070-6;H0Y2P0;H0YDX6;H0YD13;E9PKC6;H0YD17;Q86UZ1;H0YEU1;P16070-19;H0YD90;H0YEV3;H0YF08;H0YDV8;H0YCL4	CD44 antigen	-2.77224285476005	2.29102333058071e-06	3.28604620847018e-05	2.77224285476005	strict	down_in_case	opposite_direction	discordant_dep	16	Discordant differential expression	CD44 had external log2FC=-2.77224285476005 with FDR=3.28604620847018e-05 in Chronic kidney disease (PXD016433); status=discordant_dep.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	V9GYE7	V9GYE7;P36980-2;P36980	Complement factor H-related protein 2	3.31456955136133	4.3813704038562e-05	0.0003580974804939	3.31456955136133	strict	up_in_case	same_direction	concordant_dep	16	Concordant differential expression	CFHR2 had external log2FC=3.31456955136133 with FDR=0.0003580974804939 in Chronic kidney disease (PXD016433); status=concordant_dep.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033-2	Q06033-2;Q06033;A0A087WW43;E7ET33;CON__Q0V8M9	Inter-alpha-trypsin inhibitor heavy chain H3	1.69078265579857	0.174913182320609	0.267653361940357	1.69078265579857	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=1.69078265579857 with FDR=0.267653361940357 in Chronic kidney disease (PXD016433); status=weak_opposite_direction.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	P02750	P02750;CON__Q2KIF2;REV__Q5TBA9	Leucine-rich alpha-2-glycoprotein	0.88985847458946	0.217718435211399	0.318203866847429	0.88985847458946	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	16	Detected, opposite direction, weak/non-tiered	LRG1 had external log2FC=0.88985847458946 with FDR=0.318203866847429 in Chronic kidney disease (PXD016433); status=weak_opposite_direction.
C13	Kidney/urinary	chronic kidney disease	CKD all-stage and stage-specific urine contrasts	Chronic kidney disease	PXD016433	ckd_stage_5	control	10	6	human	chronic_kidney_disease	pxd016433_ckd_gate3_limma	limma_trend_robust_row_median_imputed_after_strict_filter	PXD016433_provisional_human_fasta_verified;urine_matrix;_2ND_columns_not_modeled_as_repeated_measures	PXD016433 | ckd_stage_5 vs control	PXD016433\nckd_stage_>control	subtype_sensitivity__ckd_stage_vs_nor_control__chronic_kidney_disease__PXD016433__ckd_stage_5_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	16	Not detected or not mapped	MYH7B was not detected or not mapped in Chronic kidney disease (PXD016433).
